ZCTA,Corresponding Counties,Total Estimated Population,2010 Child Population Estimate (Under 18),2011 Child Population Estimate (Under 18),2012 Child Population Estimate (Under 18),2013 Child Population Estimate (Under 18),2014 Child Population Estimate (Under 18),2010 - 2014 Aggregated Child Population Estimate (under 18),2010 Child Population Estimate (5 and Under),2011 Child Population Estimate (5 and Under),2012 Child Population Estimate (5 and Under),2013 Child Population Estimate (5 and Under),2014 Child Population Estimate (5 and Under)-Please calculate a mean estimate for 2014,2010 - 2014 Aggregated Child Population Estimate (5 and Under)-Estimate the pop mean average for 2010-2014,Not Hispanic or Latino,"Non-Hispanic, White Alone","Non-Hispanic, Black or African American Alone","Non-Hispanic, American Indian and Alaska Native Alone","Non-Hispanic, Asian Alone","Non-Hispanic, Native Hawaiian and Pacific Islander Alone","Non-Hispanic, Other Alone","Non-Hispanic, Two or More Races",Hispanic or Latino,"Hispanic or Latino, White Alone","Hispanic or Latino, Black or African American Alone","Hispanic or Latino, American Indian and Alaska Native Alone","Hispanic or Latino, Asian Alone","Hispanic or Latino, Native Hawaiian and Pacific Islander Alone","Hispanic or Latino, Other Alone","Hispanic or Latino, Two or More Races",Total Estimated Households,"Estimated Family Households with Female Householder,No Husband Present, Children < 18",Total Estimated Child Population Under 18,Total Children in Poverty Under 18,Rate of Child Poverty Under 18,Total Poverty for Children under 3,poverty children 4 and 5,Poverty 5 years,Total Estimated Children 5 and Under,Under 5 in poverty (male),5 Years in poverty (male),6 to 11 in Poverty (male),12 to 14 in Poverty (male),15 years in Poverty (male),16 and 17 in Poverty (male),Under 5 in Poverty (female),5 Years in Poverty (female),6 to 11 in Poverty (female),12 to 14 in Poverty (female),15 years in Poverty (female),16 and 17 in Poverty (female),Children 5 and under in poverty,Rate of Child Poverty 5 and Under,Column172,Birth and Married,No Birth and Married,Birth and Unmarried,No Birth and Unmarried,Number of Teen Births (15-19yrs),Total Female Population (15-19yrs),Weighted Teen Birth (999 as no data),Rate of Teen Birth(15-19yrs),Column1,Zipcode,Unique Clients Admitted for Substance Abuse Treatment (*=supressed),Number of state funded substance abuse service types utilized within a zip code,Drug- Related Offenses,Family Violence Offenses (2014),Rate of Substane Abuse Treatments,Child Abuse and Neglect Related Fatalities (2010-2014),5yr. Aggregated Child Population Estimate (2010 - 2014),Rate of Child Abuse and Neglect Related Fatalities (Under 18),Total Substantiated Child Abuse Cases (Under age 18),5yr. Aggregated Child Population Estimate (under 18) 2010 - 2014,Rate of Substantiated Child Abuse Cases (Under age 18),Total Substantiated Child Abuse Cases (5 and Under),Rate of Substantiated Child Abuse Cases (5 and Under),Poverty Ranking for Children < 18,Poverty Ranking for Children < 5,Teen Birth Ranking (15-19yrs),Substance Abuse Ranking,Child Abuse and Neglect Related Fatalities Ranking,Substantiated Child Abuse Ranking < 18,Substantiated Child Abuse Ranking < 6,Mean of Rankings (all),Final Risk Ranking,geometry
75022,Denton County;Tarrant County,22884,7822,8048,7711,7902,7906,7878,1396,2033,1804,1924,1859,1803,20704,17537,452,75,2309,0,5,326,2180,1766,35,9,0,0,11,359,7034,317,7711,297,3.90%,662,676,466,1804,42,0,41,43,0,10,0,41,45,75,0,0,83,5.00%,ZCTA5 75022,0,14,9,764,9,787,0.011435832,1.10%,ZCTA5 75022,75022,*,1,,,0.038461538,0,7878,0,51,7878,0.006473857,17,0.009427854,237,313,902,521,651.5,174,259,436.7857143,206,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.108361,32.985195,0.0 -97.124307,32.987394,0.0 -97.201839,33.054478,0.0 -97.131455,33.063276,0.0 -97.109461,33.054478,0.0 -97.041827,32.984645,0.0 -97.108361,32.985195,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75023,Collin County,46733,10756,11574,11814,11163,11443,11350,2561,3584,4034,3678,3622,3496,39684,28794,3613,239,5689,15,62,1272,7049,6232,31,0,22,0,611,153,17762,1178,11814,1251,10.60%,1784,1421,829,4034,264,66,166,137,8,99,77,55,175,97,0,107,462,11.00%,ZCTA5 75023,0,0,116,1646,116,1762,0.065834279,6.60%,ZCTA5 75023,75023,*,1,,,0.038461538,0,11350,0,462,11350,0.040704689,207,0.059212568,505,506,1259,467,651.5,794,801,711.9285714,615,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.69046,33.066026,0.0 -96.704206,33.037432,0.0 -96.769641,33.041281,0.0 -96.770191,33.056128,0.0 -96.77239,33.072074,0.0 -96.69046,33.066026,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75024,Collin County;Denton County,38889,9004,9267,10087,9996,9722,9615,2387,3222,3536,3480,3289,3183,36064,20298,2482,183,12319,31,73,678,2825,2313,0,13,15,0,343,141,15862,639,10087,228,2.30%,2020,894,622,3536,28,0,25,22,0,0,33,14,12,5,8,81,75,2.00%,ZCTA5 75024,0,31,0,1133,0,1164,0,0.00%,ZCTA5 75024,75024,*,1,,,0.038461538,0,9615,0,100,9615,0.010400131,45,0.01413855,199,252,425.5,476,651.5,202,288,356.2857143,164,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.842774,33.055028,0.0 -96.841674,33.086371,0.0 -96.788336,33.103967,0.0 -96.767991,33.112215,0.0 -96.77239,33.072074,0.0 -96.770191,33.056128,0.0 -96.842774,33.053379,0.0 -96.842774,33.055028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75025,Collin County,51924,15041,14985,14678,14729,14904,14867,3076,4639,4242,3908,4132,3999,48690,29477,3705,100,14179,60,108,1061,3234,2491,17,70,82,0,409,165,18511,1058,14678,750,5.10%,1860,1502,880,4242,103,12,97,31,64,56,63,26,192,69,9,28,204,5.00%,ZCTA5 75025,0,0,0,1684,0,1684,0,0.00%,ZCTA5 75025,75025,*,1,,,0.038461538,0,14867,0,181,14867,0.012174355,72,0.018002369,281,315,425.5,461,651.5,227,327,384,181,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.767991,33.112215,0.0 -96.733349,33.124862,0.0 -96.7328,33.125412,0.0 -96.686611,33.075373,0.0 -96.69046,33.066026,0.0 -96.77239,33.072074,0.0 -96.767991,33.112215,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75028,Denton County;Tarrant County,43753,13318,13345,13418,13494,13414,13398,2490,3380,3488,3138,3236,3146,40198,34798,1681,233,2666,12,184,624,3555,2956,18,34,69,40,213,225,14402,1032,13419,419,3.10%,1572,1220,696,3488,95,0,49,52,0,0,94,9,32,39,11,38,198,6.00%,ZCTA5 75028,0,0,3,1915,3,1918,0.001564129,0.20%,ZCTA5 75028,75028,15,7,,,0.269230769,0,13398,0,177,13398,0.01321122,78,0.024790519,222,342,851,902,651.5,230,386,512.0714286,292,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.109461,33.054478,0.0 -97.044576,33.04953,0.0 -97.02863,32.989594,0.0 -97.041827,32.984645,0.0 -97.109461,33.054478,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75032,Rockwall County,29965,8694,8652,8741,8542,8678,8661,2028,2584,2694,2152,2446,2381,24256,22094,1363,8,409,0,0,382,5709,5262,0,20,50,0,222,155,10115,421,8741,693,7.90%,1275,819,600,2694,96,23,108,59,0,75,61,3,167,47,32,22,183,7.00%,ZCTA5 75032,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75032,75032,*,3,,,0.115384615,0,8661,0,137,8661,0.015817122,60,0.025202614,396,386,0,499,651.5,284,385,433.5833333,204,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.5189,32.813635,0.0 -96.5189,32.832881,0.0 -96.5178,32.866973,0.0 -96.510102,32.88017,0.0 -96.418274,32.91921,0.0 -96.312149,32.814185,0.0 -96.380883,32.813635,0.0 -96.5189,32.813635,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75034,Collin County;Denton County,75490,24069,21984,23102,24724,23768,23529,6986,8678,8512,8672,8417,8253,65063,50924,5176,283,6842,7,131,1700,10427,8669,66,42,93,0,986,571,25647,1401,23102,1234,5.30%,3977,2615,1920,8512,149,114,195,72,120,0,190,104,194,56,8,32,557,7.00%,ZCTA5 75034,0,7,11,1655,11,1673,0.006575015,0.70%,ZCTA5 75034,75034,11,6,,,0.230769231,0,23529,0,389,23529,0.016532483,181,0.021931294,290,374,868,681,651.5,302,371,505.3571429,279,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.964845,33.097368,0.0 -96.969794,33.100118,0.0 -96.970893,33.117713,0.0 -96.872467,33.21889,0.0 -96.767441,33.21889,0.0 -96.788336,33.103967,0.0 -96.841674,33.086371,0.0 -96.964845,33.097368,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75035,Collin County,51444,15871,15090,15897,16984,16155,15999,4531,5461,5418,5827,5447,5337,45017,32899,3893,88,5914,29,303,1891,6427,4841,20,15,52,0,869,630,16891,1294,15903,960,6.00%,2294,2022,1102,5418,129,71,33,168,121,15,160,6,141,94,0,22,366,7.00%,ZCTA5 75035,0,42,0,1512,0,1554,0,0.00%,ZCTA5 75035,75035,*,1,,,0.038461538,2,15999,0.000125005,331,15999,0.020688255,117,0.021923387,320,382,425.5,463,1416,370,375,535.9285714,309,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.788336,33.103967,0.0 -96.767441,33.21889,0.0 -96.749846,33.203493,0.0 -96.733349,33.124862,0.0 -96.767991,33.112215,0.0 -96.788336,33.103967,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75038,Dallas County,28161,6538,5950,6609,6886,6594,6515,2659,2693,3201,3139,2995,2937,21705,6425,7457,18,7074,15,84,632,6456,4630,251,12,26,0,1353,184,12068,1207,6609,1550,23.50%,1814,778,609,3201,304,113,244,33,15,80,214,81,330,83,20,33,712,22.00%,ZCTA5 75038,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75038,75038,*,1,,,0.038461538,0,6515,0,260,6515,0.039905273,157,0.05344984,1051,855,0,503,651.5,802,763,770.9166667,725,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.022031,32.854876,0.0 -96.991239,32.888967,0.0 -96.973643,32.895566,0.0 -96.9445,32.867523,0.0 -97.022031,32.854876,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75039,Dallas County,12197,1266,1005,1266,1586,1340,1293,701,774,956,1100,928,892,10621,5529,1161,65,3445,0,65,356,1576,1300,129,14,0,0,54,79,6855,275,1266,106,8.40%,631,255,70,956,55,0,0,0,0,0,0,0,40,11,0,0,55,6.00%,ZCTA5 75039,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75039,75039,0,,,,0,0,1293,0,27,1293,0.020887484,13,0.014577908,410,352,0,226.5,651.5,382,293,385.8333333,182,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.928553,32.895566,0.0 -96.915906,32.855975,0.0 -96.9445,32.867523,0.0 -96.973643,32.895566,0.0 -96.937901,32.913712,0.0 -96.928553,32.895566,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75040,Dallas County,59792,17785,18471,17928,17574,18035,17959,4737,6097,6088,5870,5860,5730,33135,16119,6959,137,6642,51,64,3163,26657,7838,72,40,83,0,17098,1526,17899,1413,17928,3826,21.30%,2968,2114,1006,6088,588,112,535,284,100,266,454,141,679,262,149,256,1295,21.00%,ZCTA5 75040,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75040,75040,*,2,,,0.076923077,1,17959,0.0000557,476,17959,0.026505333,238,0.04153244,947,819,0,456,1314,494,617,774.5,736.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.601931,32.893916,0.0 -96.649219,32.894466,0.0 -96.64812,32.931307,0.0 -96.607429,32.969249,0.0 -96.589833,32.947254,0.0 -96.591483,32.909313,0.0 -96.592583,32.893916,0.0 -96.601931,32.893916,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75041,Dallas County,30684,9666,8686,8788,9444,9267,9170,2758,3199,2975,3278,3111,3064,12962,8860,2011,64,787,0,171,1069,17722,4717,22,215,0,0,12158,610,9570,1198,8788,2463,28.00%,1422,1069,484,2975,554,11,415,256,28,107,403,31,323,162,67,106,999,34.00%,ZCTA5 75041,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75041,75041,*,6,,,0.230769231,0,9170,0,251,9170,0.027371463,139,0.045362163,1226,1200,0,496,651.5,541,731,807.5833333,789,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.667915,32.867523,0.0 -96.674513,32.870822,0.0 -96.692109,32.894466,0.0 -96.649219,32.894466,0.0 -96.601931,32.893916,0.0 -96.64867,32.855975,0.0 -96.667915,32.867523,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75042,Dallas County,40185,11703,13059,13004,13611,13046,12885,3226,4358,4304,4570,4265,4145,17952,7917,3637,21,4735,5,124,1513,22233,6565,94,26,0,0,14030,1518,11548,1288,13004,4192,32.20%,1910,1595,799,4304,806,21,838,270,91,260,550,230,594,366,34,132,1607,37.00%,ZCTA5 75042,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75042,75042,*,3,,,0.115384615,0,12885,0,357,12885,0.027707313,181,0.043670569,1381,1305,0,474,651.5,516,662,831.5833333,828,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.692109,32.894466,0.0 -96.698158,32.902164,0.0 -96.706406,32.931307,0.0 -96.682761,32.931307,0.0 -96.64812,32.931307,0.0 -96.649219,32.894466,0.0 -96.692109,32.894466,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75043,Dallas County,58120,15766,15045,15542,15698,15594,15529,4245,4741,4880,4936,4779,4716,42715,22674,13719,222,4228,110,371,1391,15405,6235,245,109,157,47,7893,719,20373,2089,15556,2574,16.50%,2332,1933,615,4880,386,32,415,219,102,98,279,40,577,198,92,136,737,15.00%,ZCTA5 75043,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75043,75043,*,5,,,0.192307692,1,15529,0.0000644,713,15529,0.045914004,349,0.073999833,743,624,0,458,1322,961,1109,869.5,915,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.595882,32.833431,0.0 -96.634923,32.843878,0.0 -96.64867,32.855975,0.0 -96.601931,32.893916,0.0 -96.592583,32.893916,0.0 -96.5178,32.866973,0.0 -96.5189,32.832881,0.0 -96.595882,32.833431,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75044,Collin County;Dallas County,41578,9788,9893,10219,10225,10087,10042,2323,2582,2869,2794,2703,2654,33307,19418,4373,36,7324,16,29,2111,8271,3231,57,20,0,0,4028,935,14872,1318,10219,1025,10.00%,1671,845,353,2869,134,13,233,91,0,20,284,19,123,85,0,23,450,16.00%,ZCTA5 75044,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75044,75044,*,1,,,0.038461538,2,10042,0.000199154,209,10042,0.020811613,106,0.039935993,480,635,0,472,1529,365,583,677.3333333,530,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.64812,32.931307,0.0 -96.682761,32.931307,0.0 -96.682761,32.973098,0.0 -96.613478,32.983545,0.0 -96.607429,32.969249,0.0 -96.64812,32.931307,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75048,Collin County;Dallas County,20930,6090,5425,5894,5763,5863,5807,1559,1958,2137,2006,1977,1927,17312,12803,1929,0,2319,0,22,239,3618,2538,157,0,0,0,649,274,7120,505,5894,492,8.30%,1035,639,463,2137,143,10,78,36,0,12,71,36,33,73,0,0,260,12.00%,ZCTA5 75048,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75048,75048,*,2,,,0.076923077,1,5807,0.000172206,155,5807,0.026691987,69,0.035798503,407,533,0,526,1495,487,525,662.1666667,504,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.607429,32.969249,0.0 -96.613478,32.983545,0.0 -96.613478,32.985745,0.0 -96.595882,32.993443,0.0 -96.550243,32.945054,0.0 -96.589833,32.947254,0.0 -96.607429,32.969249,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75050,Dallas County;Tarrant County,40652,11807,10602,10477,11132,11156,11035,3564,3936,4084,4271,4039,3979,19102,12508,4956,119,1009,9,163,338,21550,16736,226,34,0,0,4071,483,14689,1570,10477,2899,27.70%,2254,1129,701,4084,548,95,547,179,75,108,505,127,349,254,47,65,1275,31.00%,ZCTA5 75050,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75050,75050,17,10,,,0.384615385,2,11035,0.000181245,646,11035,0.058542153,345,0.086710994,1216,1123,0,962,1527,1319,1259,1234.333333,1627,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.045676,32.739403,0.0 -97.062722,32.764697,0.0 -97.058873,32.816935,0.0 -97.034128,32.816935,0.0 -96.993988,32.815835,0.0 -96.925804,32.782293,0.0 -96.914807,32.765797,0.0 -96.926354,32.747651,0.0 -97.046226,32.737753,0.0 -97.045676,32.739403,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75051,Dallas County;Tarrant County,41345,12894,12653,13500,13379,13206,13126,3692,4262,4373,4326,4243,4179,17506,9682,6543,54,927,0,0,300,23839,18378,281,218,5,0,4670,287,12771,1625,13500,4242,31.40%,2333,1400,640,4373,787,71,667,460,40,152,522,137,810,381,67,148,1517,35.00%,ZCTA5 75051,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75051,75051,18,7,,,0.269230769,2,13126,0.000152364,720,13126,0.054850881,381,0.091167471,1357,1238,0,982,1454,1130.5,1288,1241.583333,1636,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.046226,32.705861,0.0 -97.046226,32.737753,0.0 -96.926354,32.747651,0.0 -96.954397,32.70806,0.0 -97.046226,32.705861,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75052,Dallas County;Tarrant County,89743,27626,27198,27903,27720,27686,27627,7106,8266,8707,8406,8297,8156,58503,25670,22617,315,8543,0,213,1145,31240,24337,493,70,11,0,5784,545,28068,2847,27903,4241,15.20%,4184,3073,1450,8707,562,118,875,440,129,186,541,44,696,310,120,220,1265,15.00%,ZCTA5 75052,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75052,75052,33,12,,,0.461538462,1,27627,0.0000362,1007,27627,0.036450255,507,0.062160387,694,601,0,912,1303,712,913,855.8333333,883,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.979691,32.656372,0.0 -97.037428,32.618431,0.0 -97.063821,32.615682,0.0 -97.060522,32.648124,0.0 -97.077568,32.678367,0.0 -97.063821,32.705861,0.0 -97.046226,32.705861,0.0 -96.954397,32.70806,0.0 -96.979691,32.656372,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75054,Dallas County;Tarrant County,6256,1757,1599,1855,2141,1895,1849,545,691,688,797,706,685,5148,2342,1909,58,630,0,31,178,1108,664,18,0,0,0,345,81,1944,138,1855,180,9.70%,245,330,113,688,28,0,47,0,0,14,0,0,29,14,0,48,28,4.00%,ZCTA5 75054,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75054,75054,*,1,,,0.038461538,0,1849,0,45,1849,0.024332299,19,0.027720151,466,296,0,747,651.5,432,453,507.5833333,282,
75056,Denton County,49514,13575,13271,13695,13157,13488,13437,3804,4138,4092,4301,4135,4094,40925,30915,2522,213,6084,6,104,1081,8589,6147,259,16,73,0,1136,958,17847,1163,13695,727,5.30%,2027,1203,862,4092,41,25,184,105,0,46,132,16,106,8,22,42,214,5.00%,ZCTA5 75056,22,15,1,1561,23,1599,0.01438399,1.40%,ZCTA5 75056,75056,26,7,,,0.269230769,1,13437,0.0000744,267,13437,0.019870338,123,0.030043256,288,327,921,1046,1329,350,491,678.8571429,536,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.945049,33.029734,0.0 -96.964845,33.097368,0.0 -96.841674,33.086371,0.0 -96.842774,33.055028,0.0 -96.945049,33.029734,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75057,Denton County,13749,3441,3231,3490,3619,3486,3453,1114,992,1084,1281,1148,1124,7749,5446,1039,48,445,34,72,665,6000,4986,7,0,0,0,252,755,4991,519,3490,961,27.50%,513,506,65,1084,232,0,126,39,8,0,153,0,171,106,44,82,385,36.00%,ZCTA5 75057,0,0,35,396,35,431,0.081206497,8.10%,ZCTA5 75057,75057,*,3,,,0.115384615,0,3453,0,133,3453,0.038513684,60,0.053391287,1210,1261,1340,569,651.5,767,858,950.9285714,1071,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.939001,33.00334,0.0 -96.948349,32.993993,0.0 -97.009384,33.04953,0.0 -97.02753,33.100118,0.0 -96.969794,33.100118,0.0 -96.964845,33.097368,0.0 -96.945049,33.029734,0.0 -96.939001,33.00334,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75058,Grayson County,3238,842,911,860,866,877,871,186,271,294,344,290,277,2688,2581,19,0,14,36,0,38,550,383,0,0,0,0,136,31,1011,46,860,167,19.40%,92,168,34,294,6,6,70,0,0,0,64,0,21,0,0,0,76,26.00%,ZCTA5 75058,0,2,0,123,0,125,0,0.00%,ZCTA5 75058,75058,0,,,,0,0,871,0,28,871,0.032138969,11,0.039704301,871,956,425.5,226.5,651.5,626,591,621.0714286,425,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.64482,33.465781,0.0 -96.653618,33.401446,0.0 -96.806482,33.405295,0.0 -96.840574,33.438838,0.0 -96.778989,33.483377,0.0 -96.64482,33.465781,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75060,Dallas County,46409,13933,14542,15135,14838,14740,14638,3746,4259,4132,3883,4063,4017,20499,15127,2242,51,2564,0,172,343,25910,17837,263,501,29,0,6701,579,14576,1563,15136,4196,27.70%,1979,1505,648,4132,237,30,924,468,129,168,607,137,727,486,162,121,1011,24.00%,ZCTA5 75060,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75060,75060,*,5,,,0.192307692,2,14638,0.000136634,501,14638,0.034226766,255,0.063485886,1220,914,0,466,1429,643,975,941.1666667,1063,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.898311,32.798239,0.0 -96.925804,32.782293,0.0 -96.993988,32.815835,0.0 -96.906009,32.814185,0.0 -96.898311,32.798239,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75061,Dallas County,53233,15842,16141,16379,16378,16249,16198,5002,6224,6285,6014,6031,5911,19484,12412,4720,43,1839,0,93,377,33749,21705,270,220,6,0,11114,434,17391,1620,16381,5205,31.80%,3021,2469,795,6285,915,130,940,430,112,226,1166,159,771,160,74,122,2370,38.00%,ZCTA5 75061,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75061,75061,*,7,,,0.269230769,4,16198,0.000246948,551,16198,0.034017112,309,0.052274292,1371,1312,0,460,1573,657,766,1023.166667,1224,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.890612,32.830681,0.0 -96.906009,32.814185,0.0 -96.993988,32.815835,0.0 -97.034128,32.816935,0.0 -97.033579,32.83618,0.0 -96.890612,32.830681,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75062,Dallas County,46200,11808,11630,11941,11959,11873,11842,3524,4197,4339,4610,4283,4191,26503,16004,6023,74,3371,51,154,826,19697,14592,30,12,25,0,4395,643,16441,1104,11941,3038,25.40%,2505,1334,500,4339,516,66,505,75,84,100,649,73,547,177,153,93,1304,30.00%,ZCTA5 75062,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75062,75062,*,5,,,0.192307692,5,11842,0.000422222,444,11842,0.037493341,259,0.061805032,1131,1087,0,468,1689,744,941,1010,1199.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.033579,32.83618,0.0 -97.063272,32.83728,0.0 -97.022031,32.854876,0.0 -96.9445,32.867523,0.0 -96.915906,32.855975,0.0 -96.890612,32.830681,0.0 -97.033579,32.83618,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75063,Dallas County,36425,8456,8808,8326,8957,8711,8652,3168,3592,3472,3657,3526,3483,33258,11741,6209,148,13827,16,202,1115,3167,2351,95,64,60,0,413,184,15502,1120,8326,423,5.10%,1954,978,540,3472,26,25,43,31,20,42,44,0,60,63,46,23,95,3.00%,ZCTA5 75063,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75063,75063,*,3,,,0.115384615,1,8652,0.000115587,116,8652,0.013408077,67,0.019235786,280,267,0,481,1408,246,349,505.1666667,278,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.991239,32.888967,0.0 -97.022031,32.943954,0.0 -96.935152,32.936806,0.0 -96.937901,32.913712,0.0 -96.973643,32.895566,0.0 -96.991239,32.888967,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75065,Denton County,11033,2960,3001,2754,2592,2874,2836,784,1029,963,975,964,943,9372,8433,204,35,300,0,4,396,1661,1412,32,0,0,0,92,125,4073,198,2754,119,4.30%,466,300,197,963,13,0,11,4,0,5,29,19,12,13,0,13,61,6.00%,ZCTA5 75065,0,21,7,116,7,144,0.048611111,4.90%,ZCTA5 75065,75065,*,3,,,0.115384615,0,2836,0,100,2836,0.035257704,51,0.054078575,251,364,1166,594,651.5,716,820,651.7857143,481.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.02753,33.100118,0.0 -97.02753,33.102317,0.0 -97.047325,33.138608,0.0 -97.001686,33.143007,0.0 -96.970893,33.117713,0.0 -96.969794,33.100118,0.0 -97.02753,33.100118,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75067,Dallas County;Denton County,61816,15657,16007,16113,16203,16055,16007,5173,6804,7147,6362,6587,6415,42773,29550,5766,53,5190,24,10,2180,19043,14965,393,0,23,0,1866,1796,24308,2402,16113,2915,18.10%,3394,2410,1343,7147,703,146,438,85,0,108,593,214,423,144,24,37,1656,23.00%,ZCTA5 75067,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 75067,75067,21,5,,,0.192307692,0,16007,0,522,16007,0.03261082,290,0.045209651,800,880,0,898,651.5,622,636,747.9166667,672,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.94175,32.988494,0.0 -97.015983,32.985745,0.0 -97.02863,32.989594,0.0 -97.044576,33.04953,0.0 -97.009384,33.04953,0.0 -96.948349,32.993993,0.0 -96.939001,32.988494,0.0 -96.94175,32.988494,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75068,Denton County,38950,11714,11456,12380,12899,12276,12145,3678,4606,4639,4928,4598,4490,30028,21300,5704,93,1243,8,636,1044,8922,7380,0,294,42,0,786,420,12266,1225,12380,1616,13.10%,2246,1613,780,4639,238,31,451,40,48,42,141,102,388,112,0,23,512,11.00%,ZCTA5 75068,0,0,0,860,0,860,0,0.00%,ZCTA5 75068,75068,15,5,,,0.192307692,1,12145,0.000082339,343,12145,0.028242287,158,0.035190174,596,497,425.5,950,1345,519,542,696.3571429,579,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.970893,33.117713,0.0 -97.001686,33.143007,0.0 -97.023681,33.21889,0.0 -96.872467,33.229887,0.0 -96.872467,33.21889,0.0 -96.970893,33.117713,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
